,"data[, 1]",default,Predicted_data,CreditLimit,Sex,Education,MaritalStatus,Age,RPStatusSep,RPStatusAug,RPStatusJuly,RPStatusJune,RPStatusApril,BILL_AMT_August,BILL_AMT_July,BILL_AMT_May,BILL_AMT_April,PAY_AMT_Sept,PAY_AMT_August,PAY_AMT_July,PAY_AMT_June,PAY_AMT_May,PAY_AMT_April,Predicted_data
27877,27877,0,0,130000,2,1,2,27,0,0,0,0,0,66221,67061,15903,16493,3000,2500,2000,1500,1000,1000,0
27879,27879,0,0,100000,2,1,2,29,1,2,2,2,-1,2366,7042,390,390,0,5000,0,0,390,1320,0
27883,27883,0,0,200000,2,1,2,28,0,0,0,0,0,8273,13249,17279,9853,2000,13000,10000,5000,5000,4000,0
27885,27885,0,0,160000,2,2,3,27,0,0,-1,0,0,7257,15770,14490,8190,1000,15793,11000,6000,1000,10312,0
27889,27889,0,0,160000,2,2,2,26,1,2,2,2,-1,796,398,398,0,398,0,0,398,0,0,0
27890,27890,0,0,170000,2,1,2,26,-1,-1,-1,-1,-1,3732,3732,4239,3910,3732,3732,3732,4239,3910,4146,0
27891,27891,0,0,360000,2,2,2,26,0,0,0,0,0,17896,67507,70406,71769,1400,50000,2502,2669,2650,2800,0
27892,27892,0,0,50000,2,2,1,26,0,0,0,0,-1,49744,40859,-1166,19133,2500,1500,1206,0,20689,697,0
27893,27893,0,0,100000,2,1,2,27,0,0,0,0,0,45865,54424,59475,47491,3000,10000,2647,5000,2000,4000,0
27895,27895,0,0,150000,2,2,1,29,0,-1,0,0,0,151691,143248,80987,80938,151691,6502,4333,2810,3100,3187,0
27900,27900,0,0,150000,2,2,1,28,0,0,0,0,0,100743,103528,106583,108909,5300,5300,5300,4200,4200,4200,0
27903,27903,0,0,60000,2,1,2,25,0,0,0,0,0,59961,59824,27298,28303,2300,3572,2169,6000,4000,4000,0
27909,27909,0,0,390000,2,2,1,29,-2,-2,-2,-2,-2,1446,2041,2070,0,1571,2041,4582,2070,0,3100,0
27910,27910,1,0,210000,2,1,2,29,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
27915,27915,0,0,80000,2,1,2,27,0,0,0,0,0,38042,38925,41598,42926,2000,1800,2000,2000,2000,3000,0
27923,27923,1,0,30000,2,1,2,28,1,2,2,2,0,23618,26733,24972,25425,0,3500,1028,0,1000,3300,0
27925,27925,0,0,130000,2,2,1,26,0,0,0,0,0,46607,47329,46822,47567,2100,1807,1800,1701,2002,1853,0
27927,27927,0,0,140000,2,1,2,27,0,0,0,0,0,28797,29840,35687,36983,1500,1500,2000,5000,2000,5000,0
27931,27931,0,1,130000,2,2,2,28,2,0,0,0,0,8976,9998,11226,11460,1152,1174,1183,402,415,418,1
27933,27933,1,1,140000,2,1,2,25,2,0,0,0,0,28863,34049,40003,45423,3000,6000,3000,5000,6000,5000,1
27934,27934,0,0,180000,2,2,2,25,0,0,0,0,0,177498,176081,142015,139162,6500,7000,7200,5018,5200,5300,0
27941,27941,0,0,70000,2,1,2,27,0,0,0,0,0,47047,62703,16345,21163,5000,20000,10000,6000,5000,8000,0
27948,27948,0,1,30000,2,3,2,28,2,0,0,-1,0,1473,0,24767,24991,1000,0,3160,25000,1000,2000,1
27954,27954,0,0,50000,2,1,2,25,0,0,0,0,0,45769,47397,31003,29693,1870,2500,3017,1060,1300,2000,0
27955,27955,1,0,200000,2,3,1,26,0,0,0,0,0,202486,197888,137272,131447,7671,6210,4500,4200,6200,4200,0
27958,27958,0,1,50000,2,1,2,26,2,2,2,2,0,28396,31533,31022,31681,0,3600,1111,0,1160,1160,1
27966,27966,0,0,360000,2,2,1,29,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
27969,27969,0,0,120000,2,1,2,28,-1,-1,-1,-1,-1,1394,780,-170,180,2000,780,470,0,500,1335,0
27973,27973,0,0,200000,2,1,2,28,-1,-1,-1,-1,-1,4464,29705,510,1470,4464,29705,25854,510,1470,5822,0
27977,27977,0,0,180000,2,1,1,27,0,0,0,0,0,155181,158437,164873,168344,5539,5741,5852,5881,7607,6135,0
27978,27978,0,0,170000,2,1,1,30,-1,-1,-1,-2,-1,14662,0,1861,-167,14662,0,0,1861,0,334,0
27981,27981,0,0,200000,2,1,2,28,-2,-2,-2,-2,-2,7961,1452,4112,0,7961,1452,6248,4112,0,3428,0
27991,27991,0,0,210000,2,1,2,26,0,0,0,0,0,135210,140056,147832,150953,7000,7003,8000,8000,5500,7000,0
27995,27995,0,0,220000,2,2,1,29,0,0,0,0,0,141540,131810,115256,97161,5042,5042,3687,3660,3528,3314,0
28008,28008,0,0,250000,2,2,1,25,0,0,0,0,0,26456,24196,20610,17978,2000,1790,1250,700,644,1000,0
28014,28014,0,0,160000,2,2,2,28,-2,-2,-2,-2,-2,645,2102,2258,1849,645,2118,5477,2276,1851,5543,0
28017,28017,1,0,140000,2,2,1,27,-2,-2,-2,-2,-2,0,1650,2226,0,0,1650,0,2226,0,656,0
28018,28018,0,0,240000,2,2,2,27,0,-1,0,-1,-1,2225,3708,19771,38603,2239,3700,20739,10003,40115,8756,0
28025,28025,0,0,360000,2,3,1,32,0,0,0,0,0,206249,182985,188389,191907,7142,8200,7600,6200,6000,7000,0
28029,28029,1,0,50000,2,2,1,33,0,0,0,-1,0,28251,7114,28479,29066,1815,1700,30042,1200,1200,1300,0
28035,28035,0,0,310000,2,1,2,29,0,-1,0,-1,-1,14570,21897,771,2888,14581,11139,15347,793,7390,1436,0
28038,28038,0,0,500000,2,1,2,29,0,0,0,0,-1,33055,42392,12149,426518,5000,10000,5132,12159,426529,20016,0
28040,28040,0,0,140000,2,1,2,29,0,0,2,0,0,144922,141289,93261,95368,13102,17,5547,3242,3512,3333,0
28043,28043,0,0,100000,2,1,2,28,0,0,0,2,0,11697,14479,10998,12655,1300,3005,0,700,2000,1500,0
28045,28045,0,0,190000,2,1,2,28,0,0,0,0,0,143464,146943,153538,156664,5618,5795,7408,5645,5753,6370,0
28050,28050,1,0,150000,2,1,2,29,-2,-2,-2,-2,-1,5067,131,0,14001,5067,131,987,400,14001,0,0
28053,28053,1,0,10000,2,2,2,32,-1,-1,0,0,0,7417,8459,9678,9634,7417,1166,1200,300,1000,500,0
28054,28054,0,0,270000,2,2,2,32,0,0,0,0,0,49986,104390,86461,83650,1808,69563,2891,2689,3012,2771,0
28068,28068,0,0,210000,2,1,2,31,0,0,0,-1,0,10970,1230,24287,22683,5056,1230,24531,1003,479,8080,0
28070,28070,0,0,210000,2,2,1,44,0,0,0,0,0,127341,92812,80812,139202,6000,6000,6000,5000,60000,7000,0
28076,28076,0,0,360000,2,1,2,26,-1,-1,-1,-1,-1,3558,1489,9824,2010,3558,1489,0,10560,2010,1491,0
28079,28079,1,0,50000,2,2,1,38,0,0,0,0,-2,3239,4166,0,0,1100,1000,0,0,0,0,0
28083,28083,0,0,140000,2,1,1,41,0,0,0,0,0,80193,73318,55318,50236,3000,3336,2372,1453,1536,1300,0
28084,28084,0,0,150000,2,2,1,41,-1,-1,-2,-1,0,0,0,6923,14116,0,0,6784,159,167,760,0
28088,28088,0,0,120000,2,2,2,33,-1,-1,-1,-1,-1,607,611,653,587,700,611,593,653,587,916,0
28089,28089,0,0,150000,2,2,1,40,-2,-2,-2,-2,-2,41036,16465,5024,19924,41243,16548,40442,5049,20023,6035,0
28096,28096,0,0,150000,2,2,2,41,-1,-1,-1,-1,-1,316,316,466,8057,316,316,316,466,8057,316,0
28098,28098,0,0,350000,2,1,1,37,-2,-2,-2,-2,-2,27821,36140,26366,67650,27821,36532,34022,20000,117650,74086,0
28101,28101,0,0,210000,2,1,2,29,-1,-1,-1,-1,-1,6220,199,10024,-18,6224,199,200,10024,0,0,0
28103,28103,1,1,180000,2,1,2,30,2,2,2,2,0,16980,16915,18429,20126,3500,500,1200,1500,2000,0,1
28109,28109,1,1,120000,2,1,2,37,2,2,2,2,2,744,744,1188,594,444,444,444,888,0,888,1
28115,28115,0,0,150000,2,2,1,38,0,0,0,0,0,152224,152208,72325,73273,6000,5440,4000,3000,3000,3000,0
28121,28121,0,0,180000,2,1,1,44,0,0,0,0,0,140009,143053,143705,133883,5100,5297,5128,4869,4960,5177,0
28127,28127,1,0,20000,2,2,2,39,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
28132,28132,0,0,250000,2,2,1,28,-2,-2,-2,-2,-2,0,0,4501,282,0,0,0,4501,282,10351,0
28135,28135,0,0,550000,2,1,2,44,0,-1,-1,0,-1,30805,7451,22819,80846,30820,7851,19751,29700,80987,36158,0
28138,28138,0,0,230000,2,3,1,36,1,2,0,0,0,225086,222286,220876,221496,22,9005,9037,7519,8018,8100,0
28142,28142,0,0,200000,2,3,1,36,0,0,0,0,0,171476,175956,177236,181978,8000,8045,8000,8000,7000,18000,0
28144,28144,0,1,220000,2,1,1,46,3,2,2,0,0,243517,228368,196229,190050,9501,0,10000,7200,7001,6900,1
28145,28145,0,0,210000,2,2,2,41,-2,-2,-2,-2,-2,8333,0,0,0,8333,0,0,0,0,0,0
28147,28147,0,0,200000,2,2,1,48,-2,-2,-1,-1,0,6731,1374,23348,7058,6734,1374,74836,0,250,55892,0
28154,28154,0,0,210000,2,1,1,34,0,0,0,0,0,74261,75602,76287,76971,2700,3500,3300,3000,3000,3000,0
28155,28155,0,0,100000,2,1,2,42,0,0,2,0,0,99710,97051,56639,57388,8300,0,4100,3000,2500,2233,0
28163,28163,0,0,210000,2,1,1,44,-1,-1,-1,-2,-2,1938,0,0,0,1938,0,0,0,0,0,0
28164,28164,0,0,160000,2,3,1,41,1,2,2,2,0,46017,47188,47063,50034,2000,2200,0,2000,3900,2000,0
28165,28165,0,0,210000,2,1,1,30,0,0,0,0,0,140417,107768,81796,52453,4700,4500,3100,3016,2000,2000,0
28187,28187,0,0,150000,2,1,1,33,-1,0,-1,-1,-1,26417,1091,1517,1787,6549,1096,5962,1524,1795,1525,0
28188,28188,1,0,210000,2,1,1,34,-1,-1,-1,-1,-1,983,1297,326,326,983,1297,326,326,326,326,0
28208,28208,0,0,310000,2,2,1,48,-2,-2,-2,-2,-2,99,0,0,0,99,0,110,0,0,0,0
28209,28209,0,0,370000,2,2,2,38,0,0,0,0,0,63617,65585,62201,64356,5000,3000,3003,3000,3500,60000,0
28219,28219,0,0,20000,2,2,2,47,0,0,0,-1,-2,19419,19864,0,0,2000,2013,4731,0,0,0,0
28223,28223,0,0,180000,2,1,2,30,-1,-1,-1,-1,-1,196,2500,0,3650,196,2500,0,0,3650,3859,0
28224,28224,0,0,180000,2,3,2,31,-2,-2,-2,-2,-2,1436,12900,2168,487,1443,12964,3041,2178,489,2638,0
28226,28226,0,0,180000,2,2,1,33,0,0,0,0,0,72518,73422,68167,69746,3218,2708,3071,2500,2615,2500,0
28230,28230,1,1,400000,2,2,2,35,2,0,0,0,0,109943,222085,213831,210563,50016,120018,10071,8037,8018,8809,1
28231,28231,0,0,210000,2,2,2,32,-2,-2,-2,-2,-2,0,980,0,0,0,980,0,0,0,238,0
28233,28233,0,0,340000,2,2,2,39,0,0,0,0,0,308286,315601,243586,248766,12500,13775,10631,8900,9200,9525,0
28235,28235,0,0,220000,2,3,1,43,0,0,0,0,0,211239,207821,144729,148139,9029,10000,9084,10042,10000,10000,0
28236,28236,1,0,100000,2,1,1,37,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,150,0
28240,28240,1,0,10000,2,3,1,34,0,0,0,0,-1,8131,9024,2530,6727,1307,1200,1012,2530,6727,56,0
28247,28247,0,0,160000,2,1,1,41,-1,-1,-1,-1,-1,7944,1080,40100,18899,7944,1080,0,40100,18899,4180,0
28249,28249,0,0,200000,2,1,2,33,-2,-2,-2,-2,-2,7430,4144,1810,0,7430,4144,57836,1810,0,3018,0
28251,28251,0,0,140000,2,2,1,34,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
28255,28255,0,0,80000,2,3,1,42,-1,-1,-1,-1,-1,4905,9764,4248,3747,4905,9764,3829,4248,3747,3569,0
28258,28258,0,0,210000,2,3,1,36,-1,-1,-1,-1,-1,1511,0,1000,150,1511,0,1783,1000,150,14780,0
28267,28267,0,0,140000,2,3,1,44,1,-1,-1,-1,-1,900,311,1031,1117,909,311,7867,1031,1117,0,0
28276,28276,0,0,110000,2,2,1,40,0,0,0,0,0,6660,7590,9013,9367,1300,1200,1200,500,500,1000,0
28278,28278,0,0,260000,2,3,2,49,-2,-2,-2,-2,-2,211466,200304,316,305,217773,200304,2759,316,305,2596,0
28279,28279,0,0,280000,2,3,1,45,0,0,0,0,0,316345,334612,172344,182776,26345,24612,22625,12344,12776,11852,0
28281,28281,0,0,50000,2,3,2,46,0,0,0,0,0,15054,15414,15800,14719,1600,1300,2000,600,1000,700,0
28282,28282,0,0,320000,2,2,2,36,-1,-1,-1,-1,-1,396,396,13386,396,396,396,596,13386,396,396,0
28285,28285,0,0,180000,2,3,2,41,0,0,0,0,0,133062,124014,115315,117740,5739,4700,4316,4090,4245,5000,0
28287,28287,1,0,30000,2,2,1,32,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
28296,28296,0,0,280000,2,2,2,30,-1,-1,-1,-1,-1,5290,2711,4069,5161,5290,2711,4476,4069,5161,8026,0
28297,28297,0,0,290000,2,1,2,31,-1,-1,-1,-1,-1,1240,3682,5258,1248,1240,3682,4704,5258,1248,9600,0
28299,28299,0,0,30000,2,2,2,31,0,0,0,0,0,28716,26570,26839,27449,1800,2000,1600,1000,1000,1000,0
28301,28301,0,0,50000,2,2,1,42,0,0,0,0,0,49704,50851,12003,9679,1809,1956,2234,369,330,343,0
28303,28303,0,0,260000,2,2,1,34,0,0,0,0,0,195154,191504,160592,156826,6105,6345,7027,6000,5000,7000,0
28304,28304,0,0,60000,2,2,1,41,0,0,0,0,0,20064,23213,18431,18702,5000,5000,2000,1000,2000,1000,0
28306,28306,0,0,360000,2,3,1,40,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
28309,28309,0,0,70000,2,2,1,44,0,0,0,0,0,68105,68287,27220,28124,3500,3000,1500,1000,2000,2000,0
28312,28312,0,0,100000,2,3,1,38,0,0,0,2,0,84668,83898,68173,66682,4017,7121,94,2408,2513,2716,0
28316,28316,0,0,180000,2,1,1,37,-2,-2,-2,-2,-1,8468,1300,2000,0,8478,1300,0,2000,0,1659,0
28318,28318,0,0,10000,2,2,1,29,0,0,0,0,0,6512,7447,8956,9731,1265,1200,1500,400,1000,273,0
28332,28332,0,0,170000,2,1,2,34,1,-1,0,0,0,5010,7912,14151,12157,5010,3000,5000,3020,5000,5000,0
28333,28333,0,0,420000,2,2,1,34,0,0,0,0,-1,48264,45983,41065,40666,4000,2650,1043,42000,40666,48424,0
28335,28335,0,0,260000,2,1,2,33,-1,-1,-1,-1,6,460,0,2250,1650,460,0,3600,2250,0,0,0
28337,28337,0,0,80000,2,2,2,43,0,0,0,0,0,77057,78102,51042,19036,3631,3177,2600,3000,1691,695,0
28345,28345,0,0,50000,2,3,1,40,0,0,2,2,-2,53239,51400,0,0,5300,0,0,0,0,0,0
28346,28346,0,0,280000,2,2,3,40,0,0,0,0,0,275948,240627,209987,196997,8562,7071,6574,5938,5867,7704,0
28353,28353,0,0,250000,2,2,2,36,0,0,0,0,0,60816,59328,52811,49067,2200,3003,2800,1834,1850,3000,0
28356,28356,0,0,430000,2,2,1,42,-1,-1,-1,-1,-1,11935,32878,84049,37210,11935,32887,115683,0,37210,29559,0
28358,28358,0,0,210000,2,2,2,32,-1,-1,2,0,-1,3578,34,30367,8193,3578,0,10700,30367,19644,4431,0
28361,28361,0,0,210000,2,1,1,40,-2,-2,-2,-2,-2,-78,15611,781,754,0,15689,504,784,757,2005,0
28363,28363,0,0,400000,2,1,2,30,-1,-1,0,0,0,5939,6624,10390,21325,5939,2624,3004,3090,11325,3282,0
28364,28364,0,0,80000,2,3,2,35,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
28370,28370,0,0,80000,2,2,2,42,0,0,0,0,0,39657,30297,31190,30905,1519,2000,2000,1312,3200,1200,0
28371,28371,0,0,80000,2,3,1,36,-1,-1,-1,2,-1,808,1672,836,836,836,1700,836,0,836,390,0
28374,28374,0,0,50000,2,2,1,36,0,0,0,0,0,47404,48786,27838,84810,1766,2148,2130,1200,1012,2034,0
28375,28375,1,0,80000,2,2,1,36,1,2,2,0,0,75515,73741,76959,78556,3000,0,2700,2950,3000,2600,0
28376,28376,0,0,130000,2,2,2,37,0,0,0,0,0,84383,87518,90481,92858,4000,4500,4190,3500,4000,4000,0
28382,28382,0,0,150000,2,3,1,34,0,0,0,0,0,112391,98583,87216,88201,10000,5000,4000,4000,3290,3200,0
28384,28384,0,0,80000,2,2,1,42,0,0,0,0,-2,31748,16000,0,0,1748,1000,0,0,0,0,0
28394,28394,0,0,160000,2,2,1,37,0,0,0,0,0,134736,97629,102606,104864,3755,3676,3637,3000,3040,2938,0
28402,28402,0,0,20000,2,2,1,45,0,0,0,0,-1,9368,4494,1000,3383,1063,1089,1000,3899,3383,0,0
28413,28413,0,0,340000,2,2,2,29,0,-1,-1,-1,0,16584,16498,26083,20214,16787,16514,100940,20229,25,8,0
28415,28415,0,0,130000,2,3,2,29,0,0,-1,-1,-1,10000,2277,1289,0,1000,2277,1132,1289,0,2080,0
28416,28416,0,0,100000,2,2,2,29,0,0,0,0,0,79469,75452,62005,60882,3400,3350,3000,2400,2500,2382,0
28417,28417,0,0,230000,2,1,2,29,0,0,-1,-1,0,12105,2439,9893,11567,2102,3000,6000,5000,2000,2000,0
28420,28420,1,0,80000,2,1,2,29,0,0,0,0,2,15185,16236,17777,18042,1500,1600,1300,1100,700,700,0
28427,28427,0,0,50000,2,1,2,30,1,2,2,2,2,43041,44048,46469,47579,2100,2000,1800,2700,2000,1700,0
28428,28428,0,0,80000,2,2,2,31,-2,-2,-2,-2,-2,4771,538,150,1150,4771,538,15664,150,1150,791,0
28433,28433,0,0,500000,2,1,1,33,-1,-1,-1,0,-1,7222,33823,77736,151,8022,34000,100028,0,151,2682,0
28439,28439,0,0,270000,2,1,1,37,-2,-2,-2,-2,-2,217,253,-75,525,217,300,200,0,600,200,0
28440,28440,0,0,80000,2,3,1,48,0,-1,-1,-1,-1,1945,2587,1921,2071,1945,2587,2108,1936,2071,0,0
28441,28441,0,0,120000,2,2,1,34,0,0,0,0,0,105631,73143,77059,78820,4545,2700,4000,3000,3000,4000,0
28444,28444,0,0,80000,2,2,3,36,0,0,0,0,0,55028,44654,38320,40586,10051,5013,3044,5006,5012,5046,0
28446,28446,0,0,100000,2,2,1,47,0,0,0,0,0,27555,29798,33544,35328,3555,3000,2028,3354,2328,7300,0
28449,28449,0,0,350000,2,2,1,49,-2,-2,-2,-2,-2,9122,12228,8800,4260,9122,12228,19850,8800,4260,17660,0
28451,28451,0,0,320000,2,2,2,37,-2,-2,-2,-2,-2,-5700,-5700,-2300,227835,0,0,203000,400,310135,1000,0
28453,28453,0,0,50000,2,2,1,37,0,0,0,0,2,45646,32668,30192,27912,3010,5004,10000,5200,0,1181,0
28456,28456,0,0,20000,2,3,1,45,-1,-1,-1,-1,-1,6920,10785,6210,1040,6990,10785,390,6210,1040,9113,0
28459,28459,0,0,160000,2,3,1,42,-2,-2,-2,-2,0,1473,1863,112978,115357,1473,1863,0,119001,5000,4500,0
28460,28460,1,1,230000,2,2,1,35,2,2,2,2,-1,964,1214,214,-536,500,1000,0,500,0,0,1
28462,28462,0,0,180000,2,2,1,39,1,2,0,0,0,101957,104317,108811,111160,3000,4000,4000,4000,4100,4100,0
28464,28464,0,0,20000,2,2,1,34,0,0,0,-1,-1,14841,492,17883,7729,1019,990,23965,371,7738,3638,0
28468,28468,0,0,260000,2,2,1,35,-1,-1,-1,-1,0,591,6574,3634,2440,869,6574,3551,3700,0,1047,0
28469,28469,0,0,500000,2,2,1,34,-2,-2,-2,-2,-2,34674,6229,12482,18192,35454,6229,11534,12564,18192,32550,0
28477,28477,1,0,20000,2,2,1,38,1,-1,-1,-2,-2,2000,0,0,0,2000,0,0,0,0,0,0
28478,28478,0,0,110000,2,3,1,47,0,0,0,0,0,109473,81439,81039,81162,3477,2972,2853,2739,2852,2873,0
28486,28486,0,0,160000,2,3,1,39,-2,-2,-2,-2,-2,2376,0,0,0,2400,0,0,0,0,0,0
28487,28487,0,0,20000,2,3,1,41,1,2,3,2,0,21046,20296,6635,6877,3100,3,0,700,500,3000,0
28495,28495,0,0,90000,2,2,1,31,0,0,0,0,-2,17671,7870,0,0,1500,1000,0,0,3000,40000,0
28496,28496,0,0,300000,2,1,2,34,-2,-2,-2,-2,-2,0,0,0,1280,0,0,0,0,1280,0,0
28497,28497,0,0,310000,2,2,1,36,0,0,0,0,0,295875,302438,297926,280967,11000,11300,10500,10100,10000,9600,0
28504,28504,1,1,150000,2,2,1,36,2,2,2,2,2,109909,112453,114268,116688,12924,5800,4200,4300,4400,4700,1
28506,28506,0,0,50000,2,2,1,37,-1,-1,-1,-1,-1,2157,4204,390,540,2157,4204,390,390,540,540,0
28511,28511,0,0,470000,2,3,1,42,0,0,0,0,0,285141,408974,318251,310982,70000,140000,13000,11000,20000,8000,0
28515,28515,1,0,30000,2,2,2,30,0,0,0,0,0,25571,26294,27853,28504,1800,1441,1455,1000,1100,2500,0
28519,28519,0,0,50000,2,3,1,30,0,0,0,0,0,49256,50338,46709,47688,1813,1895,2200,1595,1653,1709,0
28520,28520,0,0,80000,2,2,2,24,0,0,0,0,0,18774,12339,8324,7079,1374,1235,1101,270,1000,1000,0
28548,28548,0,0,140000,2,1,2,33,-1,-1,-1,0,-1,8651,19404,9771,1106,8651,19404,10000,2000,1106,3675,0
28549,28549,0,0,210000,2,2,2,33,0,0,0,-2,-2,9378,0,0,0,1000,0,0,0,0,0,0
28555,28555,0,0,60000,2,2,1,40,1,2,2,0,0,58381,56363,30134,31144,2522,0,3000,1083,1500,1500,0
28565,28565,0,0,100000,2,1,1,36,-2,-2,-2,-2,-2,3514,3400,13920,2099,3514,3400,15156,13920,2099,15638,0
28570,28570,0,0,200000,2,1,1,29,-1,-1,-1,-1,-1,2210,2451,1542,0,2215,2451,3043,1542,0,0,0
28572,28572,0,0,120000,2,2,2,29,0,0,0,0,-1,77817,29166,3095,9641,3508,2003,2772,3095,9641,2803,0
28587,28587,0,0,490000,2,1,2,34,0,0,-1,-1,-1,14474,3404,7672,2295,5038,3404,14445,7672,2295,9004,0
28591,28591,1,0,80000,2,3,1,34,0,0,2,2,0,47586,48525,46132,47233,5000,2000,2000,0,2000,2000,0
28597,28597,0,0,220000,2,2,2,45,-1,-1,-1,-1,0,990,990,5538,5687,990,990,990,5538,1206,1204,0
28598,28598,1,1,60000,2,3,1,46,2,3,3,3,2,44509,44999,45918,47863,1500,1500,1500,1500,3000,5300,1
28599,28599,0,0,220000,2,1,1,38,1,2,2,0,0,177468,173233,182393,187446,10000,0,8000,10000,8000,12000,0
28601,28601,0,0,130000,2,3,2,40,0,0,0,0,-2,99363,101618,-32,-32,5000,5000,3000,0,0,1000,0
28606,28606,0,0,30000,2,2,1,42,0,0,0,0,0,47912,25023,26410,27960,1700,1755,1500,1000,1909,1000,0
28608,28608,0,0,360000,2,2,1,44,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
28614,28614,0,0,240000,2,1,1,40,1,-1,-1,-1,-1,9965,4100,4100,4100,9965,4100,4100,4100,4100,4732,0
28619,28619,0,0,270000,2,4,2,42,-2,-2,-2,-2,-2,1843,9190,637,238,1859,9190,2072,637,238,0,0
28620,28620,0,0,50000,2,3,1,48,0,0,0,0,0,35712,23177,6373,5848,4100,1150,1200,1000,1000,1500,0
28627,28627,0,0,80000,2,2,2,31,0,0,0,0,-1,17536,17495,10287,3275,2302,1774,1000,10287,3295,4122,0
28628,28628,0,0,210000,2,1,2,31,-1,-1,-1,-1,-1,422,815,-174,472,422,815,191,0,646,1125,0
28633,28633,0,0,100000,2,3,1,41,0,0,0,0,0,70978,70814,68116,62652,2548,2687,2997,2147,2369,2434,0
28634,28634,1,1,60000,2,2,1,35,2,0,0,2,2,45436,42240,34488,28838,1700,2500,2600,1500,0,1500,1
28638,28638,1,0,350000,2,1,2,44,1,2,2,2,-1,8890,1772,1807,11811,1871,7,1807,0,11811,5628,0
28639,28639,0,0,100000,2,3,1,39,0,0,0,0,0,99580,92297,70400,0,4296,4068,2037,1408,0,0,0
28640,28640,0,0,100000,2,1,2,31,0,0,0,0,0,97239,98386,53183,53559,3703,4091,3403,2001,2004,2000,0
28645,28645,1,1,100000,2,2,2,44,2,2,2,2,2,107001,108350,105598,105751,5700,5400,3700,4000,3600,4500,1
28646,28646,0,0,230000,2,2,2,38,0,0,0,0,0,76607,78868,82564,74531,3000,3500,3000,3500,3000,3000,0
28655,28655,0,0,160000,2,3,2,33,-1,2,2,2,-2,755,44255,-772,-772,0,43500,0,0,0,3000,0
28658,28658,0,0,50000,2,3,1,46,0,0,0,0,-1,58544,56850,816,766,2200,3000,1218,0,1000,2934,0
28660,28660,0,0,200000,2,1,1,34,-2,-2,-2,-2,-2,5895,15146,11564,13744,5938,15682,11633,11622,13813,22699,0
28663,28663,1,1,50000,2,3,2,44,2,2,2,2,2,42115,41164,44644,43798,2100,0,3500,2000,0,2000,1
28669,28669,0,0,500000,2,2,1,36,-2,-2,-2,-2,-2,229,504,19611,3100,230,625,24246,19709,3117,62754,0
28670,28670,0,0,140000,2,1,1,34,-1,-1,-2,-2,-1,0,0,0,840,0,0,0,0,840,1380,0
28679,28679,0,0,120000,2,2,2,28,-1,-1,-1,-1,-1,0,792,396,396,0,792,0,396,396,396,0
28687,28687,0,0,250000,2,2,2,31,0,0,0,0,0,167192,46332,26683,26887,5004,3330,2000,2000,2000,3000,0
28689,28689,0,0,50000,2,2,1,31,0,0,-2,-2,0,0,0,3251,3484,0,0,0,3251,274,500,0
28692,28692,0,0,260000,2,1,1,31,0,0,0,0,0,128072,55359,49909,20782,85387,33061,5039,20154,2854,29,0
28697,28697,0,1,230000,2,2,1,34,2,-1,-1,-1,-1,2329,1894,1865,1496,2329,1894,2532,1865,1496,1873,1
28704,28704,0,0,220000,2,1,1,36,-2,-2,-2,-2,-2,0,2337,-1184,-2047,0,2337,58,0,0,3500,0
28707,28707,0,0,100000,2,2,2,40,-1,-1,-2,-2,-1,-28,-28,2816,2118,0,0,0,2844,2118,0,0
28708,28708,0,0,290000,2,3,1,46,-1,0,0,-1,0,44236,3253,168322,169676,2207,1000,766,168342,7000,5100,0
28712,28712,1,0,80000,2,1,2,44,0,0,2,2,2,48893,47831,55489,57450,8000,0,10000,0,3000,2500,0
28723,28723,0,0,110000,2,2,1,46,0,0,0,0,0,109551,48942,50951,52019,4560,1808,1825,1817,1882,1893,0
28726,28726,0,0,200000,2,1,1,37,-1,-1,0,-1,0,23942,18143,22155,13235,23994,10112,11770,12155,3000,30075,0
28734,28734,0,0,240000,2,1,2,28,1,-2,-1,-1,-1,0,1522,590,176,0,1522,2141,590,176,1720,0
28736,28736,0,0,500000,2,1,2,31,0,0,0,0,0,55947,57052,70198,72924,10000,3000,6000,10000,10000,4313,0
28739,28739,0,0,240000,2,2,1,31,-1,-1,-1,-1,-1,0,2500,749,2829,0,2500,12500,749,2829,2900,0
28740,28740,0,0,240000,2,1,2,30,-2,-2,-2,-2,-2,0,2999,0,0,0,2999,0,0,0,0,0
28742,28742,0,0,50000,2,1,2,29,0,0,0,0,0,21803,20990,9759,8789,1368,1330,1160,330,314,364,0
28745,28745,0,0,150000,2,1,1,30,0,0,0,0,2,117393,120002,131426,134676,4500,4500,4000,11000,5000,3500,0
